user_id	country	age	gender	creation_time
349	SE	33	f	2004-09-25 22:47:27
350	NL	25	m	2004-09-25 13:30:58
351	US	31	m	2004-09-17 03:06:55
352	CA	36	m	2004-09-26 03:56:59
353	NO	36	m	2004-09-15 16:32:18
354	US	40	m	2004-09-26 19:28:43
355	KY	-1	n	2004-09-17 17:17:08
356	UK	32	m	2004-09-27 02:58:09
357	PL	25	m	2004-09-29 17:51:37
358	SE	32	m	2004-09-29 18:07:05
359	AU	-1	f	2004-09-27 16:05:50
360	US	33	n	2004-09-29 21:51:22
361	NL	29	m	2004-09-29 22:41:26
362	NO	24	m	2004-09-27 00:25:51
363	CA	30	m	2004-10-01 18:30:56
364	FI	30	m	2004-09-27 19:17:17
365	AT	34	m	2004-10-01 20:32:29
366	NO	24	m	2004-09-30 20:15:01
367	US	28	m	2004-09-26 23:37:15
368	AU	20	f	2004-10-02 05:59:18
369	US	30	m	2004-10-01 01:14:12
370	CA	23	m	2004-10-01 19:27:52
371	US	99	m	2004-10-03 00:42:26
372	FI	-1	n	2004-10-01 23:07:48
373	CA	35	m	2004-10-04 01:27:53
374	US	24	m	2004-10-07 00:55:51
375		25	m	2004-10-05 04:58:24
376	US	27	f	2004-10-05 23:48:18
377		31		2004-10-07 02:29:49
378	UK	-1	n	2004-10-06 20:27:04
379	US	-1	m	2004-10-07 03:46:08
380	BG	26	m	2004-10-09 11:20:24
381	UK	45	f	2004-10-08 16:38:23
382	US	-1	m	2004-10-08 04:36:27
383	US	29		2004-10-08 23:06:30
384	UK	-1	m	2004-10-09 22:07:36
385	FI	-1	m	2004-10-10 21:52:50
386	NL	37	m	2004-10-10 18:46:23
387	BE	25	m	2004-10-09 18:29:05
388		-1	n	2004-10-08 22:47:56
389	DE	25	m	2004-10-10 14:43:00
390	US	33	m	2004-10-11 17:22:45
391		-1	n	2004-10-11 13:01:17
392	US	27	f	2004-10-11 17:17:32
393		-1	n	2004-10-11 17:32:30
394	IL	23	m	2004-10-12 00:30:44
395	IL	31	m	2004-10-11 23:30:22
396	SI	29	m	2004-10-12 15:55:13
397	ES	35	n	2004-10-13 11:18:19
398	UK	24	m	2004-10-12 16:34:43
399	PL	30	m	2004-10-10 17:46:34
400	SE	28	m	2004-10-12 20:48:58
401	DE	26	m	2004-10-13 18:01:35
402	US	-1	f	2004-10-14 02:33:32
403	DK	34	m	2004-10-15 11:21:54
404	NO	23	m	2004-10-17 00:07:36
405	FI	29	m	2004-10-18 16:19:56
406	ES	40	m	2004-10-20 00:18:47
407		-1	n	2004-10-22 20:22:14
408	SE	23	f	2004-10-23 18:28:54
409		29	m	2004-10-24 06:35:14
410	DE	24	m	2004-10-24 20:03:51
411		-1	m	2004-10-23 07:19:17
412	US	40	m	2004-10-25 18:05:36
413	US	36	m	2004-10-25 17:58:40
414	US	23	m	2004-10-18 02:44:20
415	SE	30	m	2004-10-22 13:44:26
416	US	40	m	2004-10-26 02:27:34
417	CA	25	f	2004-10-26 08:30:03
418	US	39	m	2004-10-18 06:40:34
419	UK	23	f	2004-10-26 13:40:06
420	FI	26	m	2004-10-26 13:41:12
421	UK	24	m	2004-10-26 16:37:36
422	DE	36	m	2004-10-25 18:22:11
423	US	34	m	2004-10-26 22:20:08
424	US	30	m	2004-10-27 04:13:18
425	BE	27	m	2004-10-27 20:22:54
426	FI	30	m	2004-10-21 22:21:30
427	US	27	m	2004-10-19 05:36:03
428	US	33	m	2004-10-19 18:59:46
429	US	39	m	2004-10-21 18:52:17
430	DE	37	m	2004-10-22 11:16:28
431	UK	37	m	2004-10-15 21:57:43
432	PL	30	m	2004-10-26 23:31:55
433	NL	40	m	2004-10-22 12:09:35
434		-1	n	2004-10-21 15:56:55
435	UK	-1	m	2004-10-19 13:29:59
436	DE	22	f	2004-10-27 21:41:59
437	UK	27	m	2004-10-28 18:40:30
438	SE	-1	n	2004-10-28 12:32:39
439	US	-1		2004-10-29 04:33:34
440		-1	n	2004-10-19 06:12:28
441	BR	35	m	2004-10-28 21:12:41
442	CA	-1		2004-10-29 00:19:37
443	NL	34	m	2004-10-29 18:20:11
444	UK	-1	f	2004-10-31 13:42:49
445	RU	33	m	2004-10-31 23:10:48
446	US	24	m	2004-10-30 03:58:26
447	US	27	m	2004-10-30 03:13:38
448		-1		2004-11-01 17:35:46
449	US	32	m	2004-11-02 23:03:47
450	SE	34	m	2004-10-31 02:06:28
451		-1	n	2004-11-04 23:40:31
452	US	21	m	2004-11-07 08:19:56
453	JP	-1	f	2004-11-06 16:52:37
454	PT	-1	n	2004-11-08 09:52:15
455	UK	35	m	2004-11-02 01:07:45
456	FI	30	m	2004-11-07 17:00:12
457		-1	n	2004-11-02 21:28:04
458	US	-1	n	2004-11-10 21:34:49
459	CA	-1	m	2004-11-13 05:08:20
460	UK	38	m	2004-11-10 17:11:25
461	PL	28	m	2004-11-12 14:07:02
462		25	n	2004-11-10 20:37:29
463	CA	35		2004-11-11 21:12:14
464	UK	-1	m	2004-11-08 16:58:06
465	AU	27	n	2004-11-11 12:56:03
466		-1	n	2004-11-10 13:37:44
467	US	-1		2004-11-10 18:40:33
468	UK	28	m	2004-11-10 16:48:12
469	UK	-1	m	2004-11-08 23:47:49
470	US	32	m	2004-11-10 02:12:23
471	SE	29	m	2004-11-13 15:07:55
472		-1	n	2004-11-13 20:49:42
473	CA	-1	f	2004-11-14 04:56:56
474		-1	n	2004-11-13 14:27:49
475	FI	37	m	2004-11-15 11:50:13
476	SE	35	m	2004-11-15 16:50:56
477		28	n	2004-11-13 16:23:28
478	SE	-1	m	2004-11-15 13:47:15
479	NO	27	m	2004-11-08 21:43:53
480	US	23	m	2004-11-16 05:08:01
481	US	-1	f	2004-11-16 04:02:05
482	NO	31	m	2004-11-17 22:17:09
483	NL	24	f	2004-11-18 19:49:41
484	US	-1	n	2004-11-17 01:01:59
485	US	28	m	2004-11-16 23:03:51
486	US	-1		2004-11-19 05:00:41
487	UK	-1	m	2004-11-16 04:12:41
488	UK	43	m	2004-11-19 20:40:47
489	UK	24	m	2004-11-19 22:02:56
490	US	23	m	2004-11-20 04:32:35
491	NO	23	m	2004-11-17 16:47:05
492	AU	43	m	2004-11-20 22:05:48
493	UK	22		2004-11-21 00:40:08
494	DK	23	m	2004-11-20 16:59:37
495	UK	33	m	2004-11-15 21:09:12
496	US	26	m	2004-11-21 03:25:02
497	UK	28	m	2004-11-21 05:18:42
498	US	24	m	2004-11-21 04:50:05
499		-1	n	2004-11-21 06:46:39
500	NL	35	m	2004-11-22 10:10:04
501	UK	28	m	2004-11-22 19:26:26
502	UK	-1	n	2004-11-15 22:14:04
503	US	44	m	2004-11-15 21:03:35
504	DE	25	m	2004-11-22 21:56:47
505	UK	41	m	2004-11-22 11:14:40
506	US	32	m	2004-11-16 04:18:57
507	FI	28	m	2004-11-16 00:07:09
508	US	32	m	2004-11-24 03:04:50
509	US	32	m	2004-11-22 22:04:30
510	US	-1		2004-11-23 04:59:37
511	DE	-1	m	2004-11-25 00:47:49
512		-1	n	2004-11-27 03:36:16
513	BG	28	m	2004-11-23 16:54:18
514	ES	33	m	2004-11-27 11:05:56
515	FR	38	m	2004-11-23 17:41:33
516	UK	20	m	2004-11-23 21:08:42
517	US	27	m	2004-11-27 12:57:36
518	CA	29	m	2004-11-24 03:14:30
519	IE	25	n	2004-11-27 15:03:14
520	UK	27	f	2004-11-26 02:01:04
521	FI	26	m	2004-11-26 15:19:47
522		-1	m	2004-11-30 14:57:44
523	US	26		2004-11-25 01:16:38
524	UK	-1	m	2004-11-27 20:21:34
525	RU	27	m	2004-11-24 12:58:32
526	LU	32	m	2004-11-28 16:21:14
527	UK	-1	f	2004-11-28 20:06:47
528		-1	n	2004-12-01 12:17:01
529	FI	23		2004-11-27 16:01:15
530		-1	n	2004-12-01 20:07:18
531	US	32	m	2004-11-30 19:38:32
532	CA	31	m	2004-11-26 20:22:59
533	SE	32	m	2004-11-30 23:17:08
534	FI	25	m	2004-12-03 11:46:10
535	BR	30	m	2004-11-30 17:26:26
536	DE	25	m	2004-11-30 20:04:01
537		-1	n	2004-12-03 22:21:14
538	BE	30	m	2004-12-05 23:47:49
539		-1	n	2004-12-06 12:11:09
540	NO	25	m	2004-12-03 18:13:29
541	FI	24	m	2004-12-04 21:58:00
542	FI	-1	n	2004-12-03 20:08:51
543	PL	30	m	2004-12-06 14:10:26
544	US	28	f	2004-12-05 05:30:40
545	FI	23	m	2004-12-06 19:38:53
546	US	27	m	2004-12-06 10:41:03
547	US	34	m	2004-12-06 22:25:44
548	SE	-1	m	2004-12-06 21:01:37
549	US	32	m	2004-12-03 20:01:18
550	NO	27	f	2004-11-25 00:32:45
551	US	35	m	2004-11-25 18:20:40
552	US	20	f	2004-12-06 15:22:33
553	US	22	n	2004-11-24 08:22:12
554	BG	35	m	2004-12-07 01:09:17
555	FI	35	m	2004-12-07 10:23:43
556	CA	41	f	2004-12-07 22:47:49
557	PL	-1	m	2004-12-07 21:44:10
558	UK	26	m	2004-12-08 15:32:25
559	BR	32	m	2004-12-08 17:20:21
560	DE	29	f	2004-12-08 21:51:31
561	US	34	m	2004-12-09 19:29:11
562	US	47	m	2004-12-08 16:31:04
563	UA	31	m	2004-12-10 06:31:05
564	US	25	m	2004-12-10 00:04:01
565	DE	22	f	2004-12-09 16:46:53
566	UK	30	m	2004-12-08 17:56:15
567	DE	29	m	2004-12-10 12:45:00
568	AU	29	m	2004-12-11 04:19:20
569	US	35	m	2004-12-06 05:42:59
570	FI	23	f	2004-12-10 20:02:37
571	RU	28	m	2004-12-11 14:39:25
572	DE	33	m	2004-12-11 17:27:43
573	FI	26	f	2004-12-12 19:09:48
574		-1		2004-12-12 15:15:37
575	SE	33	m	2004-12-04 17:39:02
576	FI	27	m	2004-12-12 09:22:07
577	FI	31	n	2004-12-10 16:38:55
578	PT	32	m	2004-12-11 15:12:35
579		-1		2004-12-07 00:54:14
580	US	32	m	2004-12-07 03:08:45
581	UK	-1	m	2004-12-04 17:03:31
582	SE	-1	m	2004-12-08 15:37:27
583	BR	-1	m	2004-12-07 01:52:43
584	SI	26	m	2004-12-12 21:27:29
585	US	28	m	2004-12-07 08:35:34
586	SE	28	m	2004-12-07 21:20:47
587	AU	-1	n	2004-12-12 22:55:29
588	UK	40	m	2004-12-13 02:25:49
589		36	m	2004-12-13 03:00:28
590	US	29	m	2004-12-13 02:05:43
591	US	25	m	2004-12-13 05:03:50
592	US	23	m	2004-12-13 05:16:40
593	US	23	m	2004-12-14 04:29:13
594	SE	27	m	2004-12-13 23:25:51
595	UK	25	m	2004-12-13 22:13:56
596	IT	29	m	2004-12-14 11:46:02
597	AR	39	m	2004-12-14 14:12:20
598	NO	25	m	2004-12-14 17:56:36
599	US	26		2004-12-15 11:12:36
600	PL	23	m	2004-12-14 20:12:00
601		25	m	2004-12-15 01:37:53
602		26	m	2004-12-15 16:59:44
603		-1	n	2004-12-16 06:27:13
604	NL	42	n	2004-12-13 12:54:02
605	FI	25	m	2004-12-15 23:14:00
606	US	35	f	2004-12-15 17:40:12
607	US	25	m	2004-12-16 20:51:39
608	SE	30	m	2004-12-17 09:00:27
609	NL	36	m	2004-12-14 23:56:02
610	PL	29	m	2004-12-16 19:08:12
611		-1		2004-12-17 16:58:45
612	JP	29	n	2004-12-18 14:07:01
613	SE	26	n	2004-12-17 23:18:14
614		-1	n	2004-12-18 15:26:46
615	AU	-1	m	2004-12-20 14:52:16
616	NO	26	m	2004-12-18 04:08:28
617	FI	27	m	2004-12-18 18:45:52
618	UK	26	f	2004-12-20 13:04:05
619	NL	-1	n	2004-12-17 23:57:57
620	BE	26	m	2004-12-20 17:13:08
621	IE	23	m	2004-12-20 17:53:03
622	AU	24	f	2004-12-21 05:04:52
623	SE	37	m	2004-12-20 17:09:33
624	US	28	m	2004-12-20 05:31:57
625	DE	-1	m	2004-12-19 22:12:49
626	US	25	m	2004-12-21 05:24:20
627	UM	23	n	2004-12-18 19:19:00
628	US	27	f	2004-12-21 13:52:10
629	US	-1	m	2004-12-21 06:04:59
630		25	m	2004-12-21 16:11:38
631	US	41	f	2004-12-22 00:19:58
632	US	23	f	2004-12-21 19:45:07
633		-1	n	2004-12-22 05:34:37
634	AU	26	m	2004-12-22 12:30:08
635	US	24	m	2004-12-21 20:29:33
636	US	24	m	2004-12-21 21:02:52
637	AU	25	m	2004-12-22 14:58:14
638	FR	39	m	2004-12-23 12:38:05
639	US	44	m	2004-12-22 01:03:49
640	TW	-1	m	2004-12-22 14:36:05
641	RU	37	m	2004-12-23 14:39:05
642	UK	23	m	2004-12-22 15:49:28
643	US	24	m	2004-11-27 02:34:05
644	MG	30	m	2004-12-24 11:22:55
645	BE	21	m	2004-12-23 19:32:40
646	US	23	m	2004-12-24 18:50:41
647	NO	24	m	2004-12-24 14:45:40
648	US	24	m	2004-12-22 23:16:55
649	US	23	m	2004-12-25 00:10:21
